,국립공원명,Year,경도,위도,본부명,지사명,노선명,방향,발생건수
0,태안해안,2011,126.3287751,36.5546,,,,,1.0
1,변산반도,2011,126.582075,35.6470216,,,,,19.0
2,변산반도,2011,126.5970999,35.6598,,,,,8.0
3,내장산,2011,126.8461131,35.4476,,,,,14.0
4,내장산,2011,126.8553923,35.47090788,,,,,9.0
5,내장산,2011,126.8801725,35.4272,,,,,8.0
6,내장산,2011,126.9107078,35.5041,,,,,4.0
7,내장산,2011,126.9179253,35.4874,,,,,3.0
8,내장산,2011,126.9187452,35.5007,,,,,5.0
9,계룡산,2011,127.2203616,36.35454305,,,,,3.0
10,계룡산,2011,127.2520036,36.3472,,,,,4.0
11,지리산,2011,127.4766038,35.3852,,,,,3.0
12,지리산,2011,127.5005907,35.2982,,,,,7.0
13,지리산,2011,127.523318,35.3576,,,,,9.0
14,지리산,2011,127.5668684,35.3637,,,,,27.0
15,지리산,2011,127.6366693,35.31619123,,,,,13.0
16,덕유산,2011,127.6941005,35.9619,,,,,3.0
17,덕유산,2011,127.7369697,35.9182,,,,,7.0
18,덕유산,2011,127.7642246,35.88538897,,,,,13.0
19,덕유산,2011,127.7678166,35.9326,,,,,23.0
20,속리산,2011,127.8235942,36.4883,,,,,4.0
21,속리산,2011,127.8338308,36.6777,,,,,1.0
22,속리산,2011,127.8746136,36.5033,,,,,4.0
23,속리산,2011,127.8789419,36.68945195,,,,,14.0
24,속리산,2011,127.9033749,36.7345,,,,,10.0
25,치악산,2011,128.0487569,37.4122,,,,,2.0
26,월악산,2011,128.0850818,36.8423,,,,,2.0
27,치악산,2011,128.0879428,37.34761886,,,,,4.0
28,가야산,2011,128.0999096,35.80785319,,,,,3.0
29,월악산,2011,128.2596559,36.87919161,,,,,3.0
30,월악산,2011,128.2963322,36.8722,,,,,1.0
31,설악산,2011,128.391064,38.101,,,,,28.0
32,설악산,2011,128.4153535,38.13378028,,,,,4.0
33,소백산,2011,128.421133,36.9076,,,,,8.0
34,소백산,2011,128.4548561,36.9007,,,,,3.0
35,소백산,2011,128.5149468,36.97639272,,,,,1.0
36,설악산,2011,128.5299131,38.179,,,,,1.0
37,오대산,2011,128.5809816,37.7553,,,,,16.0
38,오대산,2011,128.5852584,37.77809511,,,,,50.0
39,오대산,2011,128.6169457,37.7688,,,,,58.0
40,주왕산,2011,129.1090618,36.4341,,,,,1.0
41,주왕산,2011,129.1797786,36.41166713,,,,,2.0
42,주왕산,2011,129.2196397,36.3496,,,,,2.0
43,경주,2011,129.3485815,35.7816,,,,,8.0
44,경주,2011,129.3529929,35.8147,,,,,1.0
45,경주,2011,129.3555912,35.82057739,,,,,2.0
46,태안해안,2012,126.2872804,36.66268047,,,,,1.0
47,태안해안,2012,126.3287751,36.5546,,,,,5.0
48,태안해안,2012,126.3439414,36.5613,,,,,1.0
49,변산반도,2012,126.582075,35.6470216,,,,,2.0
50,변산반도,2012,126.5970999,35.6598,,,,,20.0
51,월출산,2012,126.6675769,34.74428893,,,,,3.0
52,내장산,2012,126.8461131,35.4476,,,,,5.0
53,내장산,2012,126.8553923,35.47090788,,,,,10.0
54,내장산,2012,126.8801725,35.4272,,,,,5.0
55,내장산,2012,126.9187452,35.5007,,,,,3.0
56,계룡산,2012,127.2203616,36.35454305,,,,,5.0
57,계룡산,2012,127.2520036,36.3472,,,,,6.0
58,지리산,2012,127.4766038,35.3852,,,,,3.0
59,지리산,2012,127.5005907,35.2982,,,,,39.0
60,지리산,2012,127.523318,35.3576,,,,,9.0
61,지리산,2012,127.5668684,35.3637,,,,,42.0
62,지리산,2012,127.6366693,35.31619123,,,,,31.0
63,덕유산,2012,127.6941005,35.9619,,,,,2.0
64,덕유산,2012,127.7369697,35.9182,,,,,6.0
65,덕유산,2012,127.7642246,35.88538897,,,,,5.0
66,덕유산,2012,127.7678166,35.9326,,,,,38.0
67,속리산,2012,127.8235942,36.4883,,,,,4.0
68,속리산,2012,127.8733635,36.5897,,,,,1.0
69,속리산,2012,127.8746136,36.5033,,,,,2.0
70,속리산,2012,127.8789419,36.68945195,,,,,14.0
71,속리산,2012,127.9033749,36.7345,,,,,3.0
72,월악산,2012,128.0850818,36.8423,,,,,1.0
73,치악산,2012,128.0879428,37.34761886,,,,,9.0
74,가야산,2012,128.0999096,35.80785319,,,,,5.0
75,가야산,2012,128.1139481,35.7837,,,,,2.0
76,월악산,2012,128.2596559,36.87919161,,,,,3.0
77,설악산,2012,128.391064,38.101,,,,,15.0
78,설악산,2012,128.4153535,38.13378028,,,,,9.0
79,소백산,2012,128.421133,36.9076,,,,,4.0
80,소백산,2012,128.4548561,36.9007,,,,,6.0
81,소백산,2012,128.5149468,36.97639272,,,,,2.0
82,오대산,2012,128.5809816,37.7553,,,,,4.0
83,오대산,2012,128.5852584,37.77809511,,,,,23.0
84,오대산,2012,128.6169457,37.7688,,,,,33.0
85,주왕산,2012,129.1090618,36.4341,,,,,1.0
86,주왕산,2012,129.1797786,36.41166713,,,,,2.0
87,주왕산,2012,129.2196397,36.3496,,,,,4.0
88,경주,2012,129.3555912,35.82057739,,,,,2.0
89,변산반도,2013,126.582075,35.6470216,,,,,1.0
90,변산반도,2013,126.5970999,35.6598,,,,,11.0
91,월출산,2013,126.6675769,34.74428893,,,,,2.0
92,내장산,2013,126.8553923,35.47090788,,,,,4.0
93,내장산,2013,126.8855199,35.5113,,,,,1.0
94,내장산,2013,126.9107078,35.5041,,,,,1.0
95,내장산,2013,126.9187452,35.5007,,,,,1.0
96,계룡산,2013,127.2203616,36.35454305,,,,,1.0
97,계룡산,2013,127.2520036,36.3472,,,,,3.0
98,지리산,2013,127.4766038,35.3852,,,,,4.0
99,지리산,2013,127.5005907,35.2982,,,,,17.0
100,지리산,2013,127.523318,35.3576,,,,,4.0
101,지리산,2013,127.5668684,35.3637,,,,,11.0
102,지리산,2013,127.6366693,35.31619123,,,,,11.0
103,덕유산,2013,127.6941005,35.9619,,,,,1.0
104,덕유산,2013,127.7369697,35.9182,,,,,1.0
105,덕유산,2013,127.7642246,35.88538897,,,,,6.0
106,덕유산,2013,127.7678166,35.9326,,,,,27.0
107,속리산,2013,127.8235942,36.4883,,,,,5.0
108,속리산,2013,127.8733635,36.5897,,,,,3.0
109,속리산,2013,127.8746136,36.5033,,,,,2.0
110,속리산,2013,127.8789419,36.68945195,,,,,12.0
111,속리산,2013,127.9033749,36.7345,,,,,2.0
112,치악산,2013,128.0487569,37.4122,,,,,6.0
113,월악산,2013,128.0850818,36.8423,,,,,2.0
114,치악산,2013,128.0879428,37.34761886,,,,,4.0
115,가야산,2013,128.0999096,35.80785319,,,,,4.0
116,월악산,2013,128.2596559,36.87919161,,,,,1.0
117,설악산,2013,128.391064,38.101,,,,,9.0
118,설악산,2013,128.4153535,38.13378028,,,,,6.0
119,소백산,2013,128.421133,36.9076,,,,,1.0
120,소백산,2013,128.4548561,36.9007,,,,,1.0
121,소백산,2013,128.5149468,36.97639272,,,,,4.0
122,오대산,2013,128.5809816,37.7553,,,,,8.0
123,오대산,2013,128.5852584,37.77809511,,,,,30.0
124,오대산,2013,128.6169457,37.7688,,,,,48.0
125,주왕산,2013,129.1090618,36.4341,,,,,2.0
126,주왕산,2013,129.1797786,36.41166713,,,,,3.0
127,주왕산,2013,129.2196397,36.3496,,,,,1.0
128,경주,2013,129.3555912,35.82057739,,,,,1.0
129,태안해안,2014,126.3287751,36.5546,,,,,1.0
130,변산반도,2014,126.582075,35.6470216,,,,,4.0
131,변산반도,2014,126.5970999,35.6598,,,,,18.0
132,월출산,2014,126.6675769,34.74428893,,,,,1.0
133,내장산,2014,126.8553923,35.47090788,,,,,4.0
134,내장산,2014,126.8801725,35.4272,,,,,2.0
135,내장산,2014,126.8855199,35.5113,,,,,1.0
136,내장산,2014,126.9107078,35.5041,,,,,5.0
137,내장산,2014,126.9179253,35.4874,,,,,2.0
138,내장산,2014,126.9187452,35.5007,,,,,8.0
139,계룡산,2014,127.2203616,36.35454305,,,,,2.0
140,계룡산,2014,127.2520036,36.3472,,,,,9.0
141,지리산,2014,127.4766038,35.3852,,,,,2.0
142,지리산,2014,127.5005907,35.2982,,,,,19.0
143,지리산,2014,127.523318,35.3576,,,,,12.0
144,지리산,2014,127.5668684,35.3637,,,,,17.0
145,지리산,2014,127.5850394,35.2572,,,,,1.0
146,지리산,2014,127.6366693,35.31619123,,,,,12.0
147,덕유산,2014,127.6941005,35.9619,,,,,1.0
148,덕유산,2014,127.7369697,35.9182,,,,,4.0
149,덕유산,2014,127.7642246,35.88538897,,,,,5.0
150,덕유산,2014,127.7678166,35.9326,,,,,11.0
151,덕유산,2014,127.7956418,35.9633,,,,,1.0
152,속리산,2014,127.8746136,36.5033,,,,,3.0
153,속리산,2014,127.8789419,36.68945195,,,,,7.0
154,속리산,2014,127.9033749,36.7345,,,,,2.0
155,치악산,2014,128.0487569,37.4122,,,,,7.0
156,월악산,2014,128.0850818,36.8423,,,,,11.0
157,치악산,2014,128.0879428,37.34761886,,,,,9.0
158,가야산,2014,128.0999096,35.80785319,,,,,1.0
159,월악산,2014,128.2596559,36.87919161,,,,,4.0
160,월악산,2014,128.2963322,36.8722,,,,,1.0
161,설악산,2014,128.391064,38.101,,,,,6.0
162,설악산,2014,128.4153535,38.13378028,,,,,3.0
163,소백산,2014,128.421133,36.9076,,,,,2.0
164,소백산,2014,128.4548561,36.9007,,,,,5.0
165,소백산,2014,128.5149468,36.97639272,,,,,1.0
166,오대산,2014,128.5809816,37.7553,,,,,12.0
167,오대산,2014,128.5852584,37.77809511,,,,,20.0
168,오대산,2014,128.6169457,37.7688,,,,,40.0
169,소백산,2014,128.6588821,37.0242,,,,,1.0
170,주왕산,2014,129.1090618,36.4341,,,,,3.0
171,경주,2014,129.3555912,35.82057739,,,,,1.0
172,변산반도,2015,126.582075,35.6470216,,,,,4.0
173,변산반도,2015,126.5970999,35.6598,,,,,14.0
174,월출산,2015,126.6675769,34.74428893,,,,,1.0
175,내장산,2015,126.8461131,35.4476,,,,,1.0
176,내장산,2015,126.8553923,35.47090788,,,,,3.0
177,내장산,2015,126.8801725,35.4272,,,,,3.0
178,내장산,2015,126.9107078,35.5041,,,,,2.0
179,내장산,2015,126.9187452,35.5007,,,,,6.0
180,계룡산,2015,127.2203616,36.35454305,,,,,3.0
181,계룡산,2015,127.2520036,36.3472,,,,,7.0
182,지리산,2015,127.4766038,35.3852,,,,,4.0
183,지리산,2015,127.5005907,35.2982,,,,,11.0
184,지리산,2015,127.523318,35.3576,,,,,5.0
185,지리산,2015,127.5668684,35.3637,,,,,7.0
186,지리산,2015,127.6366693,35.31619123,,,,,8.0
187,덕유산,2015,127.7369697,35.9182,,,,,1.0
188,덕유산,2015,127.7642246,35.88538897,,,,,1.0
189,덕유산,2015,127.7678166,35.9326,,,,,8.0
